type,id,name,URL,url_sravni,url_irec,url_otz,vk,old_vk,code,bank_id
broker_i_uk,114,Ньюлайн Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/uk-newline/,,,,,,uk-newline,
broker_i_uk,115,Мегаполис Капитал,https://www.banki.ru/investment/responses/company/trust_company/ukmcapital/,,,,,,ukmcapital,
broker_i_uk,116,Вектор Капитал,https://www.banki.ru/investment/responses/company/trust_company/vector-capital/,,,,,,vector-capital,
broker_i_uk,117,РБ Капитал,https://www.banki.ru/investment/responses/company/trust_company/rosbank-capital/,,,,,,rosbank-capital,
broker_i_uk,118,Мегаполис-Инвест,https://www.banki.ru/investment/responses/company/trust_company/megainv/,,,,,,megainv,
broker_i_uk,119,Энергия-Инвест,https://www.banki.ru/investment/responses/company/trust_company/energy-invest/,,,,,,energy-invest,
broker_i_uk,120,Эрроу Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/arrow-am/,,,,,,arrow-am,
broker_i_uk,121,Доверие,https://www.banki.ru/investment/responses/company/trust_company/confidence-am/,,,,,,confidence-am,
broker_i_uk,122,Доминвест,https://www.banki.ru/investment/responses/company/trust_company/dominvest/,,,,,,dominvest,
broker_i_uk,123,Новые инвестиционные технологии,https://www.banki.ru/investment/responses/company/trust_company/uk-nit/,,,,,,uk-nit,
broker_i_uk,124,Реал Эстейт Кэпитал,https://www.banki.ru/investment/responses/company/trust_company/mcrec/,,,,,,mcrec,
broker_i_uk,125,Сургутгазстрой,https://www.banki.ru/investment/responses/company/trust_company/uk-sgs/,,,,,,uk-sgs,
broker_i_uk,126,General Capital,https://www.banki.ru/investment/responses/company/trust_company/gencap/,,,https://otzovik.com/reviews/brokerskaya_kompaniya_grand_capital_russia_moscow/,,,gencap,
broker_i_uk,127,Долгосрочные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/lt-invest/,,,,,,lt-invest,
broker_i_uk,128,Менеджмент-консалтинг,https://www.banki.ru/investment/responses/company/trust_company/mconsulting/,,,,,,mconsulting,
broker_i_uk,129,GPI,https://www.banki.ru/investment/responses/company/trust_company/ocgpi/,,,,,,ocgpi,
broker_i_uk,130,ВербаКапитал,https://www.banki.ru/investment/responses/company/trust_company/verbacapital/,,,,,,verbacapital,
broker_i_uk,131,Тэн-Девелопмент,https://www.banki.ru/investment/responses/company/trust_company/ten-development/,,,,,,ten-development,
broker_i_uk,132,Виктори Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/victory-am/,,,,,,victory-am,
broker_i_uk,133,ФИН-Партнер,https://www.banki.ru/investment/responses/company/trust_company/fin-partner/,,,,,,fin-partner,
broker_i_uk,134,ДонТК,https://www.banki.ru/investment/responses/company/trust_company/dontk/,,,,,,dontk,
broker_i_uk,135,Аверс-Капитал,https://www.banki.ru/investment/responses/company/trust_company/avers-capital/,,,,,,avers-capital,
broker_i_uk,136,НРК-Капитал,https://www.banki.ru/investment/responses/company/trust_company/nrc-capital/,,,,,,nrc-capital,
broker_i_uk,137,GICM,https://www.banki.ru/investment/responses/company/trust_company/gicmuk/,,,,,,gicmuk,
broker_i_uk,138,Фортис-Инвест,https://www.banki.ru/investment/responses/company/trust_company/fortisinvest/,,,,,,fortisinvest,
broker_i_uk,139,Инвестиции в будущее,https://www.banki.ru/investment/responses/company/trust_company/%D0%B8%D0%B2%D0%B155/,,,,,,%D0%B8%D0%B2%D0%B155,
broker_i_uk,140,ТДУ,https://www.banki.ru/investment/responses/company/trust_company/uktdu/,,,,,,uktdu,
broker_i_uk,141,Меркури Кэпитал Траст,https://www.banki.ru/investment/responses/company/trust_company/mctrust/,,,,,,mctrust,
broker_i_uk,142,РТ-Инвест,https://www.banki.ru/investment/responses/company/trust_company/rt-invest/,,,,,,rt-invest,
broker_i_uk,143,ФМ Активы,https://www.banki.ru/investment/responses/company/trust_company/fmassets/,,,,,,fmassets,
broker_i_uk,144,Евро Фин Траст,https://www.banki.ru/investment/responses/company/trust_company/euro-fin-trust/,,,,,,euro-fin-trust,
broker_i_uk,145,Объединенная управляющая компания,https://www.banki.ru/investment/responses/company/trust_company/uamc/,,,,,,uamc,
broker_i_uk,146,Владинвестгрупп,https://www.banki.ru/investment/responses/company/trust_company/ukvig/,,,,,,ukvig,
broker_i_uk,147,Управляющая компания РФПИ,https://www.banki.ru/investment/responses/company/trust_company/rdif/,,,,,,rdif,
broker_i_uk,148,Управляющая компания РВК,https://www.banki.ru/investment/responses/company/trust_company/rvc/,,,,,,rvc,
broker_i_uk,149,Солид Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/solid-mn/,,,,solidmn,https://vk.com/solidmn?ysclid=lak4df9bge927487066,solid-mn,
broker_i_uk,150,ИК «Фридом Финанс»,https://www.banki.ru/investment/responses/company/trust_company/freedomfinance/,,,https://otzovik.com/reviews/kompaniya_freedom_finance_russia_moscow/,freedom_finance,https://fast.vk.com/freedom_finance,freedomfinance,10217.0
broker_i_uk,151,Аллтек,https://www.banki.ru/investment/responses/company/trust_company/aifm/,,,,,,aifm,
broker_i_uk,152,Герфин,https://www.banki.ru/investment/responses/company/trust_company/gerfin/,,,,,,gerfin,
broker_i_uk,153,Регион Финанс,https://www.banki.ru/investment/responses/company/trust_company/am-rf/,,,,,,am-rf,
broker_i_uk,154,Фондовый ДОМ,https://www.banki.ru/investment/responses/company/trust_company/fonddom.spb/,,,,,,fonddom.spb,
broker_i_uk,155,Инновационный капитал,https://www.banki.ru/investment/responses/company/trust_company/nicor-cp/,,,,,,nicor-cp,
broker_i_uk,156,ОИР,https://www.banki.ru/investment/responses/company/trust_company/uk-oir/,,,,,,uk-oir,
broker_i_uk,157,Металлинвесттраст,https://www.banki.ru/investment/responses/company/trust_company/mittrust/,,,,,,mittrust,
broker_i_uk,158,Терра Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/terra-am/,,,,,,terra-am,
broker_i_uk,159,Олимп Капитал,https://www.banki.ru/investment/responses/company/trust_company/olimp-capital/,,,,,,olimp-capital,
broker_i_uk,160,Метрополь,https://www.banki.ru/investment/responses/company/trust_company/am-metropol/,,,,,,am-metropol,
broker_i_uk,161,Центр инвестиций,https://www.banki.ru/investment/responses/company/trust_company/centrinv/,,,,,,centrinv,
broker_i_uk,162,Финсовет,https://www.banki.ru/investment/responses/company/trust_company/%D1%84%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%B5%D1%82/,,,,,,%D1%84%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%B5%D1%82,
broker_i_uk,163,ДОМ.РФ Управление активами,https://www.banki.ru/investment/responses/company/trust_company/domrf-am/,,,,,,domrf-am,
broker_i_uk,164,Русский Инвестиционный Клуб,https://www.banki.ru/investment/responses/company/trust_company/ric-am/,,,,,,ric-am,
broker_i_uk,165,Инвест Менеджмент Центр,https://www.banki.ru/investment/responses/company/trust_company/invmc/,,,,,,invmc,
broker_i_uk,166,Риком-Траст,https://www.banki.ru/investment/responses/company/trust_company/fondmarket/,,,,,,fondmarket,
broker_i_uk,167,Ореол,https://www.banki.ru/investment/responses/company/trust_company/oreol-2010/,,,,,,oreol-2010,
broker_i_uk,168,Управляющая Компания ИТС-Групп,https://www.banki.ru/investment/responses/company/trust_company/uk-itsgroup/,,,,,,uk-itsgroup,
broker_i_uk,169,Мир финансов,https://www.banki.ru/investment/responses/company/trust_company/finansovmir/,,,,,,finansovmir,
broker_i_uk,170,Ричвуд Капитал,https://www.banki.ru/investment/responses/company/trust_company/r-capital/,,,,,,r-capital,
broker_i_uk,171,Интерпромлизинг,https://www.banki.ru/investment/responses/company/trust_company/interpromleasing/,,,,,,interpromleasing,
broker_i_uk,172,Интерстрой,https://www.banki.ru/investment/responses/company/trust_company/uk-interstroi/,,,,,,uk-interstroi,
broker_i_uk,173,Центральная Управляющая Компания,https://www.banki.ru/investment/responses/company/trust_company/spbcmc/,,,https://otzovik.com/reviews/upravlyayuschaya_kompaniya_centralnaya_russia_tula/,,,spbcmc,
broker_i_uk,174,Парангон,https://www.banki.ru/investment/responses/company/trust_company/parangon/,,,,,,parangon,
broker_i_uk,175,Михайловский,https://www.banki.ru/investment/responses/company/trust_company/ukmik/,,,,,,ukmik,
broker_i_uk,176,Столичная,https://www.banki.ru/investment/responses/company/trust_company/stolichnaya-am/,,,,,,stolichnaya-am,
broker_i_uk,177,Инвест-Урал,https://www.banki.ru/investment/responses/company/trust_company/invest-ural/,,,,,,invest-ural,
broker_i_uk,178,Русь Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/rus-management/,,,,,,rus-management,
broker_i_uk,179,Профит,https://www.banki.ru/investment/responses/company/trust_company/ukif-profit/,,,https://otzovik.com/reviews/ooo_profit_sankt-peterburg/,,,ukif-profit,
broker_i_uk,180,КРСК – Управление активами,https://www.banki.ru/investment/responses/company/trust_company/krskam/,,,,,,krskam,
broker_i_uk,181,Центр Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/centr-management/,,,,,,centr-management,
broker_i_uk,182,Содружество,https://www.banki.ru/investment/responses/company/trust_company/uk-s/,,,https://otzovik.com/reviews/upravlyayuschaya_kompaniya_sodruzhestvo_russia_sankt-peterburg/,,,uk-s,
broker_i_uk,184,Тетис Кэпитал,https://www.banki.ru/investment/responses/company/trust_company/tetis-capital/,,,,,,tetis-capital,
broker_i_uk,185,Эвокорп,https://www.banki.ru/investment/responses/company/trust_company/evocorp/,,,,,,evocorp,
broker_i_uk,186,Регионгазфинанс,https://www.banki.ru/investment/responses/company/trust_company/uk-rgf/,,,,,,uk-rgf,
broker_i_uk,187,Контрада Капитал,https://www.banki.ru/investment/responses/company/trust_company/kapital-pif/,,,,,,kapital-pif,
broker_i_uk,188,Русское инвестиционное общество,https://www.banki.ru/investment/responses/company/trust_company/riocapital/,,,,,,riocapital,
broker_i_uk,189,Парус Управление Активами,https://www.banki.ru/investment/responses/company/trust_company/parus-am/,,,,,,parus-am,
broker_i_uk,190,Восхождение,https://www.banki.ru/investment/responses/company/trust_company/uk-voshozhdenie/,,,,,,uk-voshozhdenie,
broker_i_uk,191,БФА,https://www.banki.ru/investment/responses/company/trust_company/ambfa/,,,,,,ambfa,
broker_i_uk,192,ВТБ Альтернативные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/vtbcapital-i2bf/,,,,,,vtbcapital-i2bf,
broker_i_uk,193,Модернизация Инновации Развитие,https://www.banki.ru/investment/responses/company/trust_company/fundmir/,,,,,,fundmir,
broker_i_uk,194,Совкомбанк Управление Активами,https://www.banki.ru/investment/responses/company/trust_company/sovcombank-am/,,,,,,sovcombank-am,
broker_i_uk,195,Афин,https://www.banki.ru/investment/responses/company/trust_company/ukafin/,,,,,,ukafin,
broker_i_uk,196,Универсальные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/mc-uinvest/,,,,,,mc-uinvest,
broker_i_uk,197,ПИФагор,https://www.banki.ru/investment/responses/company/trust_company/am-pifagor/,,,,,,am-pifagor,
broker_i_uk,198,Монетный Двор Траст,https://www.banki.ru/investment/responses/company/trust_company/mdtrust/,,,,,,mdtrust,
broker_i_uk,199,Эдельвейс,https://www.banki.ru/investment/responses/company/trust_company/edelweiess/,,,,,,edelweiess,
broker_i_uk,200,Индустриальная недвижимость,https://www.banki.ru/investment/responses/company/trust_company/%D0%B8%D0%BD%D0%B4%D1%83%D1%81%D1%82%D1%80%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%D0%BD%D0%B5%D0%B4%D0%B2%D0%B8%D0%B6%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C/,,,,,,%D0%B8%D0%BD%D0%B4%D1%83%D1%81%D1%82%D1%80%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%D0%BD%D0%B5%D0%B4%D0%B2%D0%B8%D0%B6%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C,
broker_i_uk,201,ТМ-Траст,https://www.banki.ru/investment/responses/company/trust_company/tm-trust/,,,,,,tm-trust,
broker_i_uk,202,Регионфинансресурс,https://www.banki.ru/investment/responses/company/trust_company/yk-rfr/,,,,,,yk-rfr,
broker_i_uk,203,Абсолют Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/absolutman/,,,,,,absolutman,
broker_i_uk,204,Интеллект Капитал,https://www.banki.ru/investment/responses/company/trust_company/intcapital/,,,,,,intcapital,
broker_i_uk,205,Спутник,https://www.banki.ru/investment/responses/company/trust_company/mcsputnik/,,,,,,mcsputnik,
broker_i_uk,206,Инвестстрой,https://www.banki.ru/investment/responses/company/trust_company/investural/,,,,,,investural,
broker_i_uk,207,Инфраструктурные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/infra-invest/,,,,,,infra-invest,
broker_i_uk,208,К2 Груп,https://www.banki.ru/investment/responses/company/trust_company/uk-k2/,,,,,,uk-k2,
broker_i_uk,209,Транснефть Инвест,https://www.banki.ru/investment/responses/company/trust_company/tn-invest/,,,,,,tn-invest,
broker_i_uk,210,Мономах,https://www.banki.ru/investment/responses/company/trust_company/monomah/,,,,,,monomah,
broker_i_uk,211,Прагма Капитал,https://www.banki.ru/investment/responses/company/trust_company/pragmacapital/,,,,,,pragmacapital,
broker_i_uk,212,Капитал Инвест,https://www.banki.ru/investment/responses/company/trust_company/24ki/,,,,,,24ki,
broker_i_uk,213,Капитал-Траст-Инвест,https://www.banki.ru/investment/responses/company/trust_company/uk-capitalinvest/,,,,,,uk-capitalinvest,
broker_i_uk,214,Кастом Кэпитал,https://www.banki.ru/investment/responses/company/trust_company/custom-capital/,,,,,,custom-capital,
broker_i_uk,215,УК ПФС,https://www.banki.ru/investment/responses/company/trust_company/mcpfs/,,,,,,mcpfs,
broker_i_uk,216,Эй Эс Джи Инвест,https://www.banki.ru/investment/responses/company/trust_company/uk-asginvest/,,,,,,uk-asginvest,
broker_i_uk,217,УК СГБ,https://www.banki.ru/investment/responses/company/trust_company/uksgb/,,,,,,uksgb,
broker_i_uk,218,Смартс-Инвест,https://www.banki.ru/investment/responses/company/trust_company/smarts-invest/,,,,,,smarts-invest,
broker_i_uk,219,ВЭБ.РФ Управление активами,https://www.banki.ru/investment/responses/company/trust_company/vebrf-am/,,,,,,vebrf-am,
broker_i_uk,220,Коммершиал проперти траст,https://www.banki.ru/investment/responses/company/trust_company/cptrust/,,,,,,cptrust,
broker_i_uk,221,Проект,https://www.banki.ru/investment/responses/company/trust_company/uk-proekt/,,,,,,uk-proekt,
broker_i_uk,222,Корона,https://www.banki.ru/investment/responses/company/trust_company/crownam/,,,,,,crownam,
broker_i_uk,223,Московия,https://www.banki.ru/investment/responses/company/trust_company/uk-moskovia/,,,,,,uk-moskovia,
broker_i_uk,224,Профессиональные Инвестиционные Решения,https://www.banki.ru/investment/responses/company/trust_company/ukpir/,,,,,,ukpir,
broker_i_uk,225,Резерв Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/reserv-am/,,,,,,reserv-am,
broker_i_uk,226,Навигатор,https://www.banki.ru/investment/responses/company/trust_company/am-navigator/,,,,,,am-navigator,
broker_i_uk,227,Красные Ворота,https://www.banki.ru/investment/responses/company/trust_company/krvorota/,,,,,,krvorota,
broker_i_uk,228,Прогресс-Финанс,https://www.banki.ru/investment/responses/company/trust_company/progress-finance/,,,,,,progress-finance,
broker_i_uk,229,УК Капитал-Инвест,https://www.banki.ru/investment/responses/company/trust_company/capital-invest/,,,,,,capital-invest,
broker_i_uk,230,СтоунХедж,https://www.banki.ru/investment/responses/company/trust_company/uk-sth/,,,,,,uk-sth,
broker_i_uk,231,Гамма Групп,https://www.banki.ru/investment/responses/company/trust_company/am-gamma/,,,,,,am-gamma,
broker_i_uk,232,Красный мост,https://www.banki.ru/investment/responses/company/trust_company/redbridge-am/,,,,,,redbridge-am,
broker_i_uk,233,КЛ-Инвест,https://www.banki.ru/investment/responses/company/trust_company/kl-invest/,,,,,,kl-invest,
broker_i_uk,234,Адепта,https://www.banki.ru/investment/responses/company/trust_company/adepta-am/,,,,,,adepta-am,
broker_i_uk,235,САН,https://www.banki.ru/investment/responses/company/trust_company/uksun/,,,,,,uksun,
broker_i_uk,236,Северная Эгида,https://www.banki.ru/investment/responses/company/trust_company/segd/,,,,,,segd,
broker_i_uk,237,Смарт,https://www.banki.ru/investment/responses/company/trust_company/smartpif/,,,,,,smartpif,
broker_i_uk,238,Кремль,https://www.banki.ru/investment/responses/company/trust_company/kremlin-am/,,,,,,kremlin-am,
broker_i_uk,239,Максимум,https://www.banki.ru/investment/responses/company/trust_company/maximum-am/,,,,,,maximum-am,
broker_i_uk,240,МР Капитал,https://www.banki.ru/investment/responses/company/trust_company/mrcapital/,,,,,,mrcapital,
broker_i_uk,241,Гарант ФинКом,https://www.banki.ru/investment/responses/company/trust_company/garantfinkom/,,,,,,garantfinkom,
broker_i_uk,242,Надежное Управление,https://www.banki.ru/investment/responses/company/trust_company/ucnu/,,,,,,ucnu,
broker_i_uk,243,Эстейт Инвест,https://www.banki.ru/investment/responses/company/trust_company/esteit-invest/,,,,,,esteit-invest,
broker_i_uk,244,Актив Инвест,https://www.banki.ru/investment/responses/company/trust_company/am-ai/,,,,,,am-ai,
broker_i_uk,245,Трастовый фонд,https://www.banki.ru/investment/responses/company/trust_company/uktfl/,,,,,,uktfl,
broker_i_uk,246,Балтинвест УК,https://www.banki.ru/investment/responses/company/trust_company/pifbaltinvest/,,,,,,pifbaltinvest,
broker_i_uk,247,Байкал,https://www.banki.ru/investment/responses/company/trust_company/ukbaykal/,,,,,,ukbaykal,
broker_i_uk,248,Простор Инвест,https://www.banki.ru/investment/responses/company/trust_company/prostorinvest/,,,,,,prostorinvest,
broker_i_uk,249,С-Групп Капитал Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/uk-sgcm/,,,,,,uk-sgcm,
broker_i_uk,250,Портфельные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/ukpi/,,,,,,ukpi,
broker_i_uk,251,Апекс Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/apexmanagement/,,,,,,apexmanagement,
broker_i_uk,252,Бизнес и Инвестиции,https://www.banki.ru/investment/responses/company/trust_company/ukbi/,,,,,,ukbi,
broker_i_uk,253,Апрель Инвестиции,https://www.banki.ru/investment/responses/company/trust_company/april-investments/,,,,,,april-investments,
broker_i_uk,254,Гера,https://www.banki.ru/investment/responses/company/trust_company/gera-llc/,,,,,,gera-llc,
broker_i_uk,255,Легион,https://www.banki.ru/investment/responses/company/trust_company/legion-am/,,,,,,legion-am,
broker_i_uk,256,Ингрия,https://www.banki.ru/investment/responses/company/trust_company/ingriafunds/,,,,,,ingriafunds,
broker_i_uk,257,ФинЭксперт Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/finexpert/,,,,,,finexpert,
broker_i_uk,258,Актив Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/active-m/,,,,,,active-m,
broker_i_uk,259,Аврора Капитал Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/auroracm/,,,,,,auroracm,
broker_i_uk,260,ТрастЮнион Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/trustunionam/,,,,,,trustunionam,
broker_i_uk,261,УК Ригора,https://www.banki.ru/investment/responses/company/trust_company/uk-rigora/,,,,,,uk-rigora,
broker_i_uk,262,ЭСЭ Управление активами,https://www.banki.ru/investment/responses/company/trust_company/am-ese/,,,,,,am-ese,
broker_i_uk,263,Бизнеспрофтрейдинг,https://www.banki.ru/investment/responses/company/trust_company/bpt-am/,,,,,,bpt-am,
broker_i_uk,264,Центр Капитал,https://www.banki.ru/investment/responses/company/trust_company/capital-center2013/,,,,,,capital-center2013,
broker_i_uk,265,Профессиональные Инвестиции,https://www.banki.ru/investment/responses/company/trust_company/ukprofinvest/,,,,,,ukprofinvest,
broker_i_uk,266,Стратегия инвестиций,https://www.banki.ru/investment/responses/company/trust_company/strinvest/,,,,,,strinvest,
broker_i_uk,267,Либра Капитал,https://www.banki.ru/investment/responses/company/trust_company/libra-am/,,,,,,libra-am,
broker_i_uk,268,ГФТ Паевые Инвестиционные Фонды,https://www.banki.ru/investment/responses/company/trust_company/gft-funds/,,,,,,gft-funds,
broker_i_uk,269,Северо-западная управляющая компания,https://www.banki.ru/investment/responses/company/trust_company/szuk/,,,,,,szuk,
broker_i_uk,270,Активист,https://www.banki.ru/investment/responses/company/trust_company/aktiv-st/,,,,,,aktiv-st,
broker_i_uk,271,Столица Нижний,https://www.banki.ru/investment/responses/company/trust_company/uk-stnn/,,,,,,uk-stnn,
broker_i_uk,272,НЕВО-Инвест,https://www.banki.ru/investment/responses/company/trust_company/nevo-invest/,,,,,,nevo-invest,
broker_i_uk,273,Дагаз,https://www.banki.ru/investment/responses/company/trust_company/dagaz/,,,,,,dagaz,
broker_i_uk,274,Биопроцесс Кэпитал Партнерс,https://www.banki.ru/investment/responses/company/trust_company/bcvf/,,,,,,bcvf,
broker_i_uk,275,Арис,https://www.banki.ru/investment/responses/company/trust_company/uk-aris/,,,,,,uk-aris,
broker_i_uk,276,Профинвест,https://www.banki.ru/investment/responses/company/trust_company/profinwest/,,,,,,profinwest,
broker_i_uk,277,Локо-Инвест Управление активами,https://www.banki.ru/investment/responses/company/trust_company/lockoinvest/,,,,,,lockoinvest,
broker_i_uk,278,Деловой Дом Калита,https://www.banki.ru/investment/responses/company/trust_company/ukkalita/,,,,,,ukkalita,
broker_i_uk,279,ЛэндПрофит,https://www.banki.ru/investment/responses/company/trust_company/sistema-re/,,,,,,sistema-re,
broker_i_uk,280,ДжиЭс Капитал,https://www.banki.ru/investment/responses/company/trust_company/gs-capital/,,,,,,gs-capital,
broker_i_uk,281,Невский Кэпитал Партнерс,https://www.banki.ru/investment/responses/company/trust_company/nevskycp/,,,,,,nevskycp,
broker_i_uk,282,Управляющая компания,https://www.banki.ru/investment/responses/company/trust_company/azkapital/,,,,,,azkapital,
broker_i_uk,283,ФКБС,https://www.banki.ru/investment/responses/company/trust_company/amfbc/,,,,,,amfbc,
broker_i_uk,284,Профит гарант,https://www.banki.ru/investment/responses/company/trust_company/profit-garant/,,,,,,profit-garant,
broker_i_uk,285,ПрофЭксперт,https://www.banki.ru/investment/responses/company/trust_company/profexpert-am/,,,,,,profexpert-am,
broker_i_uk,286,ЭнергоИнвестКапитал,https://www.banki.ru/investment/responses/company/trust_company/energoinvestcapital/,,,,,,energoinvestcapital,
broker_i_uk,287,Цитадель Эссетс Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/citadel-am/,,,,,,citadel-am,
broker_i_uk,288,Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/assetmng/,,,,,,assetmng,
broker_i_uk,289,Унисон Капитал,https://www.banki.ru/investment/responses/company/trust_company/unisoncapital/,,,,,,unisoncapital,
broker_i_uk,290,Центр Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/centre-am/,,,,,,centre-am,
broker_i_uk,291,Финкапитал,https://www.banki.ru/investment/responses/company/trust_company/fincapitalam/,,,,,,fincapitalam,
broker_i_uk,292,ЭМРИС,https://www.banki.ru/investment/responses/company/trust_company/uk-emrys/,,,,,,uk-emrys,
broker_i_uk,293,Финансовая основа,https://www.banki.ru/investment/responses/company/trust_company/fin-osnova/,,,,,,fin-osnova,
broker_i_uk,294,Реальные инвестиции,https://www.banki.ru/investment/responses/company/trust_company/mcri/,,,,,,mcri,
broker_i_uk,295,Интеро Инвест,https://www.banki.ru/investment/responses/company/trust_company/intero-invest/,,,,,,intero-invest,
broker_i_uk,296,Финанс Трейд Эссет Менеджмент,https://www.banki.ru/investment/responses/company/trust_company/fitam/,,,,,,fitam,
microfin,1,Быстроденьги,/microloans/responses/companies/bistrodengi/,https://www.sravni.ru/zaimy/mfo/bystrodengi/otzyvy/,https://irecommend.ru/content/esli-znaesh-chto-tochno-zaplatish,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_bistrodengi_russia/,bistrodengi,https://vk.com/bistrodengi?ysclid=lak4f9igpz217250464,bistrodengi,10471.0
microfin,2,Займер,/microloans/responses/companies/zaymer/,https://www.sravni.ru/zaimy/mfo/zajmer/otzyvy/,https://irecommend.ru/content/ooo-mfk-zaimer,https://otzovik.com/reviews/kreditnaya_organizaciya_zaymer_russia_perm/,robot_zaymer,https://vk.com/robot_zaymer?ysclid=lak4fguany233528172,zaymer,10724.0
microfin,3,Деньги Сразу,/microloans/responses/companies/dengi_srazu/,https://www.sravni.ru/zaimy/mfo/dengi-srazu/otzyvy/,https://irecommend.ru/content/finansovaya-kompaniya-dengi-srazu,https://otzovik.com/reviews/mikrozaymi_dengi_srazu/,gkdengisrazy,https://vk.com/gkdengisrazy?ysclid=lak4fp2fj7713645705,dengi_srazu,11016.0
microfin,4,Надо денег,/microloans/responses/companies/kvatro/,https://www.sravni.ru/zaimy/mfo/nado-deneg/otzyvy/,,https://otzovik.com/reviews/mfo_nado_deneg_russia_nizhniy_novgorod/,,,kvatro,11294.0
microfin,5,Credit7,/microloans/responses/companies/creditstar/,https://www.sravni.ru/zaimy/mfo/credit7/otzyvy/?tag=microcredits,,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_credit7/,credit7_official,https://vk.com/credit7_official?ysclid=lak4g6hoyb679450635,creditstar,11343.0
microfin,6,Мокка,/microloans/responses/companies/revotekhnologii/,,,https://otzovik.com/reviews/kreditnaya_organizaciya_mokka_russia_moscow/,mokka_ru,https://vk.com/mokka_ru?ysclid=lak4gfvbid790798930,revotekhnologii,
microfin,7,Webbankir,/microloans/responses/companies/webbankir/,https://www.sravni.ru/zaimy/mfo/webbankir/otzyvy/,https://irecommend.ru/content/webbankir-6,https://otzovik.com/reviews/mikrozaym_v_webbankir/,webbankir,https://vk.com/webbankir?ysclid=lak4gpxvus223847637,webbankir,10649.0
microfin,8,До Зарплаты,/microloans/responses/companies/do_zarplati/,https://www.sravni.ru/zaimy/mfo/do-zarplaty/otzyvy/,https://irecommend.ru/content/sait-mikrofinansovaya-organizatsiya-do-zarplaty,https://otzovik.com/reviews/do_zarplati_mfo_moscow-sankt-peterburg/,dozarplaticom,https://vk.com/dozarplaticom?ysclid=lak4gwx554714365429,do_zarplati,10908.0
microfin,9,еКапуста,/microloans/responses/companies/ekapusta/,https://www.sravni.ru/zaimy/mfo/ekapusta/otzyvy/,https://irecommend.ru/content/ekapusta,https://otzovik.com/reviews/ekapusta_ru-zaymi_onlayn/,ekapustaru,https://vk.com/ekapustaru?ysclid=lak4h52lfd984235911,ekapusta,10597.0
microfin,10,CreditPlus,/microloans/responses/companies/creditplus/,https://www.sravni.ru/zaimy/mfo/kreditpljus/otzyvy/?tag=microcredits,https://irecommend.ru/content/sait-creditplusru,https://otzovik.com/reviews/mikrofinansovaya_organizaciya_kredit_plyus_russia_moscow/,creditplusru,https://vk.com/creditplusru?ysclid=lak4heqf6a216038542,creditplus,10868.0
microfin,11,MoneyMan,/microloans/responses/companies/moneyman/,https://www.sravni.ru/zaimy/mfo/moneyman/otzyvy/,https://irecommend.ru/content/mfo-moneyman,https://otzovik.com/reviews/zaym_onlayn_moneyman/,moneymanru,https://vk.com/moneymanru?ysclid=lak4hll1h1276414935,moneyman,10534.0
microfin,12,Умные Наличные,/microloans/responses/companies/umnye_nalichnye/,https://www.sravni.ru/zaimy/mfo/un-finans/otzyvy/,,,smartcashonline,https://vk.com/smartcashonline?ysclid=lak4hrioyq133851558,umnye_nalichnye,11038.0
microfin,13,Max.Credit,/microloans/responses/companies/maxcredit/,,,,max_credit,https://vk.com/max_credit?ysclid=lak4hyzh3542344076,maxcredit,10898.0
